,saversion,saverest,areasymbol,areaname,lkey,musym,muname,museq,mukey,comppct_r,compname,localphase,slope_r,cokey,hzdept_r,hzdepb_r,ksat_r,sandtotal_r,claytotal_r,silttotal_r,dbthirdbar_r,partdensity,wsatiated_r,chkey
132,23,8/27/2025 3:11:57 PM,NC113,"Macon County, North Carolina",14802,EdE,"Edneyville-Chestnut complex, high precipitation, 30 to 50 percent slopes, stony",39,545830,26,Chestnut,"high precipitation, stony",40.0,26331743,17.0,89.0,28.0,48.0,16.0,36.0,1.5,2.66,38.0,78524761
133,23,8/27/2025 3:11:57 PM,NC113,"Macon County, North Carolina",14802,EdE,"Edneyville-Chestnut complex, high precipitation, 30 to 50 percent slopes, stony",39,545830,26,Chestnut,"high precipitation, stony",40.0,26331743,0.0,17.0,28.0,71.0,13.0,16.0,1.4,2.6,40.0,78524762
134,23,8/27/2025 3:11:57 PM,NC113,"Macon County, North Carolina",14802,EdE,"Edneyville-Chestnut complex, high precipitation, 30 to 50 percent slopes, stony",39,545830,26,Chestnut,"high precipitation, stony",40.0,26331743,89.0,203.0,7.0,,,,,,,78524760
135,23,8/27/2025 3:11:57 PM,NC113,"Macon County, North Carolina",14802,EdE,"Edneyville-Chestnut complex, high precipitation, 30 to 50 percent slopes, stony",39,545830,8,Cowee,stony,40.0,26331744,0.0,13.0,28.0,45.0,14.0,41.0,1.38,2.57,34.0,78524776
136,23,8/27/2025 3:11:57 PM,NC113,"Macon County, North Carolina",14802,EdE,"Edneyville-Chestnut complex, high precipitation, 30 to 50 percent slopes, stony",39,545830,8,Cowee,stony,40.0,26331744,13.0,68.0,9.0,54.0,25.0,21.0,1.57,2.62,28.0,78524777
137,23,8/27/2025 3:11:57 PM,NC113,"Macon County, North Carolina",14802,EdE,"Edneyville-Chestnut complex, high precipitation, 30 to 50 percent slopes, stony",39,545830,8,Cowee,stony,40.0,26331744,68.0,203.0,7.0,,,,,,,78524775
138,23,8/27/2025 3:11:57 PM,NC113,"Macon County, North Carolina",14802,EdE,"Edneyville-Chestnut complex, high precipitation, 30 to 50 percent slopes, stony",39,545830,3,Cullasaja,very stony,40.0,26331745,0.0,46.0,28.0,69.0,15.0,16.0,1.04,2.51,26.0,78524769
139,23,8/27/2025 3:11:57 PM,NC113,"Macon County, North Carolina",14802,EdE,"Edneyville-Chestnut complex, high precipitation, 30 to 50 percent slopes, stony",39,545830,3,Cullasaja,very stony,40.0,26331745,46.0,86.0,28.0,68.0,16.0,16.0,1.5,2.65,22.0,78524770
140,23,8/27/2025 3:11:57 PM,NC113,"Macon County, North Carolina",14802,EdE,"Edneyville-Chestnut complex, high precipitation, 30 to 50 percent slopes, stony",39,545830,3,Cullasaja,very stony,40.0,26331745,86.0,203.0,28.0,68.0,16.0,16.0,1.57,2.65,22.0,78524771
141,23,8/27/2025 3:11:57 PM,NC113,"Macon County, North Carolina",14802,EdE,"Edneyville-Chestnut complex, high precipitation, 30 to 50 percent slopes, stony",39,545830,4,Evard,stony,40.0,26331746,0.0,13.0,9.0,43.0,17.0,40.0,1.44,2.57,37.0,78524819
142,23,8/27/2025 3:11:57 PM,NC113,"Macon County, North Carolina",14802,EdE,"Edneyville-Chestnut complex, high precipitation, 30 to 50 percent slopes, stony",39,545830,4,Evard,stony,40.0,26331746,114.0,203.0,9.0,67.0,13.0,20.0,1.62,2.63,31.0,78524820
143,23,8/27/2025 3:11:57 PM,NC113,"Macon County, North Carolina",14802,EdE,"Edneyville-Chestnut complex, high precipitation, 30 to 50 percent slopes, stony",39,545830,4,Evard,stony,40.0,26331746,13.0,81.0,9.0,35.0,32.0,33.0,1.52,2.62,37.0,78524821
144,23,8/27/2025 3:11:57 PM,NC113,"Macon County, North Carolina",14802,EdE,"Edneyville-Chestnut complex, high precipitation, 30 to 50 percent slopes, stony",39,545830,4,Evard,stony,40.0,26331746,81.0,114.0,9.0,43.0,19.0,38.0,1.5,2.63,36.0,78524822
145,23,8/27/2025 3:11:57 PM,NC113,"Macon County, North Carolina",14802,EdE,"Edneyville-Chestnut complex, high precipitation, 30 to 50 percent slopes, stony",39,545830,6,Plott,stony,40.0,26331747,119.0,203.0,28.0,67.0,13.0,20.0,1.62,2.65,30.0,78524766
146,23,8/27/2025 3:11:57 PM,NC113,"Macon County, North Carolina",14802,EdE,"Edneyville-Chestnut complex, high precipitation, 30 to 50 percent slopes, stony",39,545830,6,Plott,stony,40.0,26331747,38.0,119.0,9.0,47.0,16.0,37.0,1.49,2.65,33.0,78524767
147,23,8/27/2025 3:11:57 PM,NC113,"Macon County, North Carolina",14802,EdE,"Edneyville-Chestnut complex, high precipitation, 30 to 50 percent slopes, stony",39,545830,6,Plott,stony,40.0,26331747,0.0,38.0,9.0,44.0,15.0,41.0,0.95,2.51,50.0,78524768
148,23,8/27/2025 3:11:57 PM,NC113,"Macon County, North Carolina",14802,EdE,"Edneyville-Chestnut complex, high precipitation, 30 to 50 percent slopes, stony",39,545830,3,Tuckasegee,very stony,40.0,26331748,152.0,203.0,28.0,61.0,14.0,25.0,1.56,2.65,23.0,78524774
149,23,8/27/2025 3:11:57 PM,NC113,"Macon County, North Carolina",14802,EdE,"Edneyville-Chestnut complex, high precipitation, 30 to 50 percent slopes, stony",39,545830,3,Tuckasegee,very stony,40.0,26331748,0.0,28.0,28.0,42.0,20.0,38.0,0.93,2.51,39.0,78524772
150,23,8/27/2025 3:11:57 PM,NC113,"Macon County, North Carolina",14802,EdE,"Edneyville-Chestnut complex, high precipitation, 30 to 50 percent slopes, stony",39,545830,3,Tuckasegee,very stony,40.0,26331748,28.0,152.0,28.0,67.0,15.0,18.0,1.5,2.65,29.0,78524773
151,23,8/27/2025 3:11:57 PM,NC113,"Macon County, North Carolina",14802,EdF,"Edneyville-Chestnut complex, high precipitation, 50 to 95 percent slopes, stony",40,545831,6,Plott,stony,70.0,26331735,0.0,38.0,9.0,44.0,15.0,41.0,0.95,2.51,50.0,78524784
152,23,8/27/2025 3:11:57 PM,NC113,"Macon County, North Carolina",14802,EdF,"Edneyville-Chestnut complex, high precipitation, 50 to 95 percent slopes, stony",40,545831,6,Plott,stony,70.0,26331735,119.0,203.0,28.0,67.0,13.0,20.0,1.62,2.65,30.0,78524785
153,23,8/27/2025 3:11:57 PM,NC113,"Macon County, North Carolina",14802,EdF,"Edneyville-Chestnut complex, high precipitation, 50 to 95 percent slopes, stony",40,545831,6,Plott,stony,70.0,26331735,38.0,119.0,9.0,47.0,16.0,37.0,1.49,2.65,33.0,78524786
154,23,8/27/2025 3:11:57 PM,NC113,"Macon County, North Carolina",14802,EdF,"Edneyville-Chestnut complex, high precipitation, 50 to 95 percent slopes, stony",40,545831,4,Tuckasegee,very stony,70.0,26331736,152.0,203.0,28.0,61.0,14.0,25.0,1.56,2.65,23.0,78524791
155,23,8/27/2025 3:11:57 PM,NC113,"Macon County, North Carolina",14802,EdF,"Edneyville-Chestnut complex, high precipitation, 50 to 95 percent slopes, stony",40,545831,4,Tuckasegee,very stony,70.0,26331736,28.0,152.0,28.0,67.0,15.0,18.0,1.5,2.65,30.0,78524792
156,23,8/27/2025 3:11:57 PM,NC113,"Macon County, North Carolina",14802,EdF,"Edneyville-Chestnut complex, high precipitation, 50 to 95 percent slopes, stony",40,545831,4,Tuckasegee,very stony,70.0,26331736,0.0,28.0,28.0,42.0,20.0,38.0,0.93,2.51,41.0,78524790
157,23,8/27/2025 3:11:57 PM,NC113,"Macon County, North Carolina",14802,EdF,"Edneyville-Chestnut complex, high precipitation, 50 to 95 percent slopes, stony",40,545831,7,Evard,stony,70.0,26331737,0.0,13.0,9.0,43.0,17.0,40.0,1.44,2.57,37.0,78524815
158,23,8/27/2025 3:11:57 PM,NC113,"Macon County, North Carolina",14802,EdF,"Edneyville-Chestnut complex, high precipitation, 50 to 95 percent slopes, stony",40,545831,7,Evard,stony,70.0,26331737,114.0,203.0,9.0,67.0,13.0,20.0,1.62,2.63,31.0,78524816
159,23,8/27/2025 3:11:57 PM,NC113,"Macon County, North Carolina",14802,EdF,"Edneyville-Chestnut complex, high precipitation, 50 to 95 percent slopes, stony",40,545831,7,Evard,stony,70.0,26331737,13.0,81.0,9.0,35.0,32.0,33.0,1.52,2.62,37.0,78524817
160,23,8/27/2025 3:11:57 PM,NC113,"Macon County, North Carolina",14802,EdF,"Edneyville-Chestnut complex, high precipitation, 50 to 95 percent slopes, stony",40,545831,7,Evard,stony,70.0,26331737,81.0,114.0,9.0,43.0,19.0,38.0,1.5,2.63,36.0,78524818
161,23,8/27/2025 3:11:57 PM,NC113,"Macon County, North Carolina",14802,EdF,"Edneyville-Chestnut complex, high precipitation, 50 to 95 percent slopes, stony",40,545831,20,Chestnut,"high precipitation, stony",70.0,26331738,0.0,17.0,28.0,71.0,13.0,16.0,1.4,2.6,36.0,78524779
162,23,8/27/2025 3:11:57 PM,NC113,"Macon County, North Carolina",14802,EdF,"Edneyville-Chestnut complex, high precipitation, 50 to 95 percent slopes, stony",40,545831,20,Chestnut,"high precipitation, stony",70.0,26331738,17.0,89.0,28.0,48.0,16.0,36.0,1.5,2.66,38.0,78524780
163,23,8/27/2025 3:11:57 PM,NC113,"Macon County, North Carolina",14802,EdF,"Edneyville-Chestnut complex, high precipitation, 50 to 95 percent slopes, stony",40,545831,20,Chestnut,"high precipitation, stony",70.0,26331738,89.0,203.0,7.0,,,,,,,78524778
164,23,8/27/2025 3:11:57 PM,NC113,"Macon County, North Carolina",14802,EdF,"Edneyville-Chestnut complex, high precipitation, 50 to 95 percent slopes, stony",40,545831,50,Edneyville,"high precipitation, stony",70.0,26331739,0.0,13.0,28.0,68.0,12.0,20.0,1.41,2.6,37.0,78524781
165,23,8/27/2025 3:11:57 PM,NC113,"Macon County, North Carolina",14802,EdF,"Edneyville-Chestnut complex, high precipitation, 50 to 95 percent slopes, stony",40,545831,50,Edneyville,"high precipitation, stony",70.0,26331739,13.0,78.0,9.0,48.0,17.0,35.0,1.5,2.66,37.0,78524782
166,23,8/27/2025 3:11:57 PM,NC113,"Macon County, North Carolina",14802,EdF,"Edneyville-Chestnut complex, high precipitation, 50 to 95 percent slopes, stony",40,545831,50,Edneyville,"high precipitation, stony",70.0,26331739,78.0,203.0,28.0,67.0,13.0,20.0,1.62,2.66,31.0,78524783
167,23,8/27/2025 3:11:57 PM,NC113,"Macon County, North Carolina",14802,EdF,"Edneyville-Chestnut complex, high precipitation, 50 to 95 percent slopes, stony",40,545831,3,Cullasaja,very stony,70.0,26331740,46.0,86.0,28.0,68.0,16.0,16.0,1.5,2.65,22.0,78524789
168,23,8/27/2025 3:11:57 PM,NC113,"Macon County, North Carolina",14802,EdF,"Edneyville-Chestnut complex, high precipitation, 50 to 95 percent slopes, stony",40,545831,3,Cullasaja,very stony,70.0,26331740,0.0,46.0,28.0,69.0,15.0,16.0,1.04,2.51,26.0,78524787
169,23,8/27/2025 3:11:57 PM,NC113,"Macon County, North Carolina",14802,EdF,"Edneyville-Chestnut complex, high precipitation, 50 to 95 percent slopes, stony",40,545831,3,Cullasaja,very stony,70.0,26331740,86.0,203.0,28.0,68.0,16.0,16.0,1.57,2.65,22.0,78524788
170,23,8/27/2025 3:11:57 PM,NC113,"Macon County, North Carolina",14802,EdF,"Edneyville-Chestnut complex, high precipitation, 50 to 95 percent slopes, stony",40,545831,10,Cowee,stony,70.0,26331741,0.0,13.0,28.0,45.0,14.0,41.0,1.38,2.57,35.0,78524794
171,23,8/27/2025 3:11:57 PM,NC113,"Macon County, North Carolina",14802,EdF,"Edneyville-Chestnut complex, high precipitation, 50 to 95 percent slopes, stony",40,545831,10,Cowee,stony,70.0,26331741,13.0,68.0,9.0,54.0,25.0,21.0,1.57,2.62,27.0,78524795
172,23,8/27/2025 3:11:57 PM,NC113,"Macon County, North Carolina",14802,EdF,"Edneyville-Chestnut complex, high precipitation, 50 to 95 percent slopes, stony",40,545831,10,Cowee,stony,70.0,26331741,68.0,203.0,7.0,,,,,,,78524793
173,23,8/27/2025 3:11:57 PM,NC113,"Macon County, North Carolina",14802,EvC,"Evard-Cowee complex, 8 to 15 percent slopes",44,545835,35,Cowee,stony,12.0,26331659,0.0,13.0,28.0,44.8,14.0,41.2,1.43,,33.0,78524545
174,23,8/27/2025 3:11:57 PM,NC113,"Macon County, North Carolina",14802,EvC,"Evard-Cowee complex, 8 to 15 percent slopes",44,545835,35,Cowee,stony,12.0,26331659,13.0,68.0,9.0,55.8,26.5,17.7,1.45,,31.0,78524546
175,23,8/27/2025 3:11:57 PM,NC113,"Macon County, North Carolina",14802,EvC,"Evard-Cowee complex, 8 to 15 percent slopes",44,545835,35,Cowee,stony,12.0,26331659,68.0,203.0,7.0,,,,,,,78524544
176,23,8/27/2025 3:11:57 PM,NC113,"Macon County, North Carolina",14802,EvC,"Evard-Cowee complex, 8 to 15 percent slopes",44,545835,2,Lauada,,12.0,26331660,0.0,20.0,28.0,65.9,15.0,19.1,1.2,,47.0,78524699
177,23,8/27/2025 3:11:57 PM,NC113,"Macon County, North Carolina",14802,EvC,"Evard-Cowee complex, 8 to 15 percent slopes",44,545835,2,Lauada,,12.0,26331660,20.0,86.0,9.0,55.8,26.5,17.7,1.3,,44.0,78524700
178,23,8/27/2025 3:11:57 PM,NC113,"Macon County, North Carolina",14802,EvC,"Evard-Cowee complex, 8 to 15 percent slopes",44,545835,2,Lauada,,12.0,26331660,86.0,203.0,7.0,,,,,,,78524698
179,23,8/27/2025 3:11:57 PM,NC113,"Macon County, North Carolina",14802,EvC,"Evard-Cowee complex, 8 to 15 percent slopes",44,545835,3,Fannin,,12.0,26331661,15.0,53.0,9.0,55.8,26.5,17.7,1.4,,43.0,78524701
180,23,8/27/2025 3:11:57 PM,NC113,"Macon County, North Carolina",14802,EvC,"Evard-Cowee complex, 8 to 15 percent slopes",44,545835,3,Fannin,,12.0,26331661,0.0,15.0,28.0,68.8,15.0,16.2,1.4,,40.0,78524702
181,23,8/27/2025 3:11:57 PM,NC113,"Macon County, North Carolina",14802,EvC,"Evard-Cowee complex, 8 to 15 percent slopes",44,545835,3,Fannin,,12.0,26331661,53.0,203.0,9.0,65.9,15.0,19.1,1.4,,39.0,78524703
182,23,8/27/2025 3:11:57 PM,NC113,"Macon County, North Carolina",14802,EvC,"Evard-Cowee complex, 8 to 15 percent slopes",44,545835,5,Hayesville,moderately eroded,12.0,26331662,84.0,114.0,9.0,38.0,26.0,36.0,1.35,,43.0,78524704
183,23,8/27/2025 3:11:57 PM,NC113,"Macon County, North Carolina",14802,EvC,"Evard-Cowee complex, 8 to 15 percent slopes",44,545835,5,Hayesville,moderately eroded,12.0,26331662,114.0,203.0,28.0,68.8,15.0,16.2,1.55,,35.0,78524705
184,23,8/27/2025 3:11:57 PM,NC113,"Macon County, North Carolina",14802,EvC,"Evard-Cowee complex, 8 to 15 percent slopes",44,545835,5,Hayesville,moderately eroded,12.0,26331662,0.0,15.0,9.0,33.5,30.0,36.5,1.4,,40.0,78524706
185,23,8/27/2025 3:11:57 PM,NC113,"Macon County, North Carolina",14802,EvC,"Evard-Cowee complex, 8 to 15 percent slopes",44,545835,5,Hayesville,moderately eroded,12.0,26331662,15.0,84.0,9.0,31.1,38.0,30.9,1.28,,46.0,78524707
186,23,8/27/2025 3:11:57 PM,NC113,"Macon County, North Carolina",14802,EvC,"Evard-Cowee complex, 8 to 15 percent slopes",44,545835,55,Evard,stony,12.0,26331663,13.0,74.0,9.0,55.8,26.5,17.7,1.4,,41.0,78524540
187,23,8/27/2025 3:11:57 PM,NC113,"Macon County, North Carolina",14802,EvC,"Evard-Cowee complex, 8 to 15 percent slopes",44,545835,55,Evard,stony,12.0,26331663,74.0,94.0,9.0,65.1,16.0,18.9,1.3,,44.0,78524541
188,23,8/27/2025 3:11:57 PM,NC113,"Macon County, North Carolina",14802,EvC,"Evard-Cowee complex, 8 to 15 percent slopes",44,545835,55,Evard,stony,12.0,26331663,0.0,13.0,28.0,45.7,12.5,41.8,1.35,,35.0,78524542
189,23,8/27/2025 3:11:57 PM,NC113,"Macon County, North Carolina",14802,EvC,"Evard-Cowee complex, 8 to 15 percent slopes",44,545835,55,Evard,stony,12.0,26331663,94.0,203.0,9.0,67.9,12.5,19.6,1.3,,42.0,78524543
190,23,8/27/2025 3:11:57 PM,NC113,"Macon County, North Carolina",14802,EvD,"Evard-Cowee complex, 15 to 30 percent slopes",45,545836,50,Evard,,22.0,26331755,0.0,13.0,9.0,50.0,14.0,36.0,1.36,2.57,37.0,78524845
191,23,8/27/2025 3:11:57 PM,NC113,"Macon County, North Carolina",14802,EvD,"Evard-Cowee complex, 15 to 30 percent slopes",45,545836,50,Evard,,22.0,26331755,81.0,114.0,9.0,49.0,19.0,32.0,1.55,2.63,34.0,78524846
192,23,8/27/2025 3:11:57 PM,NC113,"Macon County, North Carolina",14802,EvD,"Evard-Cowee complex, 15 to 30 percent slopes",45,545836,50,Evard,,22.0,26331755,13.0,81.0,9.0,42.0,33.0,25.0,1.51,2.62,37.0,78524847
193,23,8/27/2025 3:11:57 PM,NC113,"Macon County, North Carolina",14802,EvD,"Evard-Cowee complex, 15 to 30 percent slopes",45,545836,50,Evard,,22.0,26331755,114.0,203.0,9.0,62.0,13.0,25.0,1.59,2.63,32.0,78524848
194,23,8/27/2025 3:11:57 PM,NC113,"Macon County, North Carolina",14802,EvD,"Evard-Cowee complex, 15 to 30 percent slopes",45,545836,30,Cowee,,22.0,26331756,0.0,13.0,28.0,56.0,14.0,30.0,1.39,2.57,36.0,78524843
195,23,8/27/2025 3:11:57 PM,NC113,"Macon County, North Carolina",14802,EvD,"Evard-Cowee complex, 15 to 30 percent slopes",45,545836,30,Cowee,,22.0,26331756,13.0,68.0,9.0,54.0,25.0,21.0,1.58,2.62,34.0,78524844
196,23,8/27/2025 3:11:57 PM,NC113,"Macon County, North Carolina",14802,EvD,"Evard-Cowee complex, 15 to 30 percent slopes",45,545836,30,Cowee,,22.0,26331756,68.0,203.0,7.0,,,,,,,78524842
197,23,8/27/2025 3:11:57 PM,NC113,"Macon County, North Carolina",14802,EvD,"Evard-Cowee complex, 15 to 30 percent slopes",45,545836,12,Saunook,,22.0,26331757,0.0,23.0,9.0,46.0,14.0,40.0,0.96,2.48,49.0,78524849
198,23,8/27/2025 3:11:57 PM,NC113,"Macon County, North Carolina",14802,EvD,"Evard-Cowee complex, 15 to 30 percent slopes",45,545836,12,Saunook,,22.0,26331757,150.0,203.0,28.0,48.0,14.0,38.0,1.54,2.63,35.0,78524850
199,23,8/27/2025 3:11:57 PM,NC113,"Macon County, North Carolina",14802,EvD,"Evard-Cowee complex, 15 to 30 percent slopes",45,545836,12,Saunook,,22.0,26331757,23.0,150.0,9.0,38.0,25.0,37.0,1.48,2.61,36.0,78524851
200,23,8/27/2025 3:11:57 PM,NC113,"Macon County, North Carolina",14802,EvD,"Evard-Cowee complex, 15 to 30 percent slopes",45,545836,8,Hayesville,,22.0,26331758,0.0,13.0,9.18,49.0,19.0,32.0,1.41,2.62,41.0,78524852
201,23,8/27/2025 3:11:57 PM,NC113,"Macon County, North Carolina",14802,EvD,"Evard-Cowee complex, 15 to 30 percent slopes",45,545836,8,Hayesville,,22.0,26331758,96.0,122.0,2.83,52.0,27.0,21.0,1.57,2.65,36.0,78524853
202,23,8/27/2025 3:11:57 PM,NC113,"Macon County, North Carolina",14802,EvD,"Evard-Cowee complex, 15 to 30 percent slopes",45,545836,8,Hayesville,,22.0,26331758,13.0,96.0,0.92,33.0,41.0,26.0,1.42,2.64,40.0,78524854
203,23,8/27/2025 3:11:57 PM,NC113,"Macon County, North Carolina",14802,EvD,"Evard-Cowee complex, 15 to 30 percent slopes",45,545836,8,Hayesville,,22.0,26331758,122.0,203.0,28.23,55.0,16.0,29.0,1.56,2.65,35.0,78524855
204,23,8/27/2025 3:11:57 PM,NC113,"Macon County, North Carolina",14802,EvE,"Evard-Cowee complex, 30 to 50 percent slopes",46,545837,26,Cowee,,40.0,26331759,0.0,13.0,28.0,45.0,14.0,41.0,1.39,,38.0,78524836
205,23,8/27/2025 3:11:57 PM,NC113,"Macon County, North Carolina",14802,EvE,"Evard-Cowee complex, 30 to 50 percent slopes",46,545837,26,Cowee,,40.0,26331759,13.0,68.0,9.0,34.0,29.0,37.0,1.49,,36.0,78524837
206,23,8/27/2025 3:11:57 PM,NC113,"Macon County, North Carolina",14802,EvE,"Evard-Cowee complex, 30 to 50 percent slopes",46,545837,26,Cowee,,40.0,26331759,68.0,203.0,7.0,,,,,,,78524835
207,23,8/27/2025 3:11:57 PM,NC113,"Macon County, North Carolina",14802,EvE,"Evard-Cowee complex, 30 to 50 percent slopes",46,545837,4,Trimont,stony,40.0,26331760,0.0,23.0,28.0,46.0,14.0,40.0,1.16,2.54,40.0,78524826
208,23,8/27/2025 3:11:57 PM,NC113,"Macon County, North Carolina",14802,EvE,"Evard-Cowee complex, 30 to 50 percent slopes",46,545837,4,Trimont,stony,40.0,26331760,23.0,114.0,9.0,52.0,27.0,21.0,1.56,2.67,36.0,78524827
209,23,8/27/2025 3:11:57 PM,NC113,"Macon County, North Carolina",14802,EvE,"Evard-Cowee complex, 30 to 50 percent slopes",46,545837,4,Trimont,stony,40.0,26331760,114.0,203.0,9.0,63.0,14.0,23.0,1.56,2.66,34.0,78524828
210,23,8/27/2025 3:11:57 PM,NC113,"Macon County, North Carolina",14802,EvE,"Evard-Cowee complex, 30 to 50 percent slopes",46,545837,4,Chestnut,stony,40.0,26331761,0.0,17.0,28.0,71.0,13.0,16.0,1.4,2.6,36.0,78524830
211,23,8/27/2025 3:11:57 PM,NC113,"Macon County, North Carolina",14802,EvE,"Evard-Cowee complex, 30 to 50 percent slopes",46,545837,4,Chestnut,stony,40.0,26331761,17.0,89.0,28.0,48.0,16.0,36.0,1.5,2.66,38.0,78524831
212,23,8/27/2025 3:11:57 PM,NC113,"Macon County, North Carolina",14802,EvE,"Evard-Cowee complex, 30 to 50 percent slopes",46,545837,4,Chestnut,stony,40.0,26331761,89.0,203.0,7.0,,,,,,,78524829
213,23,8/27/2025 3:11:57 PM,NC113,"Macon County, North Carolina",14802,EvE,"Evard-Cowee complex, 30 to 50 percent slopes",46,545837,10,Edneyville,stony,40.0,26331762,0.0,13.0,28.0,68.0,12.0,20.0,1.41,2.6,37.0,78524832
214,23,8/27/2025 3:11:57 PM,NC113,"Macon County, North Carolina",14802,EvE,"Evard-Cowee complex, 30 to 50 percent slopes",46,545837,10,Edneyville,stony,40.0,26331762,13.0,78.0,9.0,48.0,17.0,35.0,1.5,2.66,37.0,78524833
215,23,8/27/2025 3:11:57 PM,NC113,"Macon County, North Carolina",14802,EvE,"Evard-Cowee complex, 30 to 50 percent slopes",46,545837,10,Edneyville,stony,40.0,26331762,78.0,203.0,28.0,67.0,13.0,20.0,1.59,2.66,31.0,78524834
216,23,8/27/2025 3:11:57 PM,NC113,"Macon County, North Carolina",14802,EvE,"Evard-Cowee complex, 30 to 50 percent slopes",46,545837,6,Saunook,stony,40.0,26331763,0.0,23.0,9.0,44.0,16.0,40.0,0.95,2.48,49.0,78524823
217,23,8/27/2025 3:11:57 PM,NC113,"Macon County, North Carolina",14802,EvE,"Evard-Cowee complex, 30 to 50 percent slopes",46,545837,6,Saunook,stony,40.0,26331763,23.0,150.0,9.0,40.0,25.0,35.0,1.51,2.61,35.0,78524824
218,23,8/27/2025 3:11:57 PM,NC113,"Macon County, North Carolina",14802,EvE,"Evard-Cowee complex, 30 to 50 percent slopes",46,545837,6,Saunook,stony,40.0,26331763,150.0,203.0,28.0,48.0,12.0,40.0,1.54,2.62,32.0,78524825
219,23,8/27/2025 3:11:57 PM,NC113,"Macon County, North Carolina",14802,EvE,"Evard-Cowee complex, 30 to 50 percent slopes",46,545837,50,Evard,,40.0,26331764,0.0,13.0,28.0,46.0,13.0,41.0,1.36,,34.0,78524838
220,23,8/27/2025 3:11:57 PM,NC113,"Macon County, North Carolina",14802,EvE,"Evard-Cowee complex, 30 to 50 percent slopes",46,545837,50,Evard,,40.0,26331764,13.0,74.0,9.0,56.0,27.0,17.0,1.56,,36.0,78524839
221,23,8/27/2025 3:11:57 PM,NC113,"Macon County, North Carolina",14802,EvE,"Evard-Cowee complex, 30 to 50 percent slopes",46,545837,50,Evard,,40.0,26331764,94.0,203.0,9.0,68.0,13.0,19.0,1.57,,34.0,78524840
222,23,8/27/2025 3:11:57 PM,NC113,"Macon County, North Carolina",14802,EvE,"Evard-Cowee complex, 30 to 50 percent slopes",46,545837,50,Evard,,40.0,26331764,74.0,94.0,9.0,65.0,16.0,19.0,1.54,,36.0,78524841
223,23,8/27/2025 3:11:57 PM,NC113,"Macon County, North Carolina",14802,EvF,"Evard-Cowee complex, 50 to 95 percent slopes, stony",47,545838,50,Evard,,63.0,26331727,74.0,94.0,9.0,50.0,20.0,30.0,1.58,,35.0,78524737
224,23,8/27/2025 3:11:57 PM,NC113,"Macon County, North Carolina",14802,EvF,"Evard-Cowee complex, 50 to 95 percent slopes, stony",47,545838,50,Evard,,63.0,26331727,0.0,13.0,28.0,45.0,13.0,42.0,1.36,,39.0,78524738
225,23,8/27/2025 3:11:57 PM,NC113,"Macon County, North Carolina",14802,EvF,"Evard-Cowee complex, 50 to 95 percent slopes, stony",47,545838,50,Evard,,63.0,26331727,13.0,74.0,9.0,44.0,29.0,27.0,1.54,,36.0,78524739
226,23,8/27/2025 3:11:57 PM,NC113,"Macon County, North Carolina",14802,EvF,"Evard-Cowee complex, 50 to 95 percent slopes, stony",47,545838,50,Evard,,63.0,26331727,94.0,203.0,9.0,67.0,13.0,20.0,1.58,,34.0,78524740
227,23,8/27/2025 3:11:57 PM,NC113,"Macon County, North Carolina",14802,EvF,"Evard-Cowee complex, 50 to 95 percent slopes, stony",47,545838,30,Cowee,,63.0,26331728,0.0,13.0,28.0,45.0,14.0,41.0,1.34,,37.0,78524741
228,23,8/27/2025 3:11:57 PM,NC113,"Macon County, North Carolina",14802,EvF,"Evard-Cowee complex, 50 to 95 percent slopes, stony",47,545838,30,Cowee,,63.0,26331728,13.0,68.0,9.0,44.0,29.0,27.0,1.54,,34.0,78524742
229,23,8/27/2025 3:11:57 PM,NC113,"Macon County, North Carolina",14802,EvF,"Evard-Cowee complex, 50 to 95 percent slopes, stony",47,545838,30,Cowee,,63.0,26331728,68.0,203.0,7.0,,,,,,,78524743
230,23,8/27/2025 3:11:57 PM,NC113,"Macon County, North Carolina",14802,EvF,"Evard-Cowee complex, 50 to 95 percent slopes, stony",47,545838,6,Chestnut,stony,63.0,26331729,0.0,10.0,28.0,70.0,13.0,17.0,1.42,,33.0,78524747
231,23,8/27/2025 3:11:57 PM,NC113,"Macon County, North Carolina",14802,EvF,"Evard-Cowee complex, 50 to 95 percent slopes, stony",47,545838,6,Chestnut,stony,63.0,26331729,10.0,91.0,28.0,69.0,15.0,16.0,1.55,,31.0,78524748
232,23,8/27/2025 3:11:57 PM,NC113,"Macon County, North Carolina",14802,EvF,"Evard-Cowee complex, 50 to 95 percent slopes, stony",47,545838,6,Chestnut,stony,63.0,26331729,91.0,203.0,7.0,,,,,,,78524749
233,23,8/27/2025 3:11:57 PM,NC113,"Macon County, North Carolina",14802,EvF,"Evard-Cowee complex, 50 to 95 percent slopes, stony",47,545838,6,Edneyville,stony,63.0,26331730,13.0,109.0,28.0,70.0,14.0,16.0,1.56,,34.0,78524744
234,23,8/27/2025 3:11:57 PM,NC113,"Macon County, North Carolina",14802,EvF,"Evard-Cowee complex, 50 to 95 percent slopes, stony",47,545838,6,Edneyville,stony,63.0,26331730,109.0,203.0,28.0,67.0,13.0,20.0,1.58,,33.0,78524745
